Material_ID,Material_Raw,Material_Name,Clean_Name,Standard,Material_Type,Heat treatment,Tensile_Strength_MPa,Tensile_Strength_MPa,Yield_Strength_MPa,Yield_Strength_MPa,Youngs_Modulus_GPa,Shear_Modulus_GPa,Poisson_Ratio,Poisson_Ratio,Density_gcm3,Elongation_percent,Elongation_percent,Hardness_BHN,Hardness_BHN,Hardness_HV,Hardness_HV,Notes
7F837835F76E4AC498C97362AD3B3A0D,JIS SCr435,SCR435,SCR435,JIS,ALLOY_STEEL,,800.0,,600.0,,206.0,80.0,0.3,,7.86,13.0,,,,,,Heat-treatment hardening steel
975966BAA97E49E389DFF6053A64A5F7,JIS SCr440,SCR440,SCR440,JIS,ALLOY_STEEL,,880.0,,640.0,,206.0,80.0,0.3,,7.86,12.0,,,,,,Heat-treatment hardening steel
BCBB45125B8F4221B558041B51A5F7CB,JIS SMnC420,SMNC420,SMNC420,JIS,ALLOY_STEEL,,980.0,,680.0,,206.0,80.0,0.3,,7.86,8.0,,,,,,Case-hardening steel
EE5CCFBA6A894DC182FF60C8862DA43E,JIS SUP9,SUP9,SUP9,JIS,ALLOY_STEEL,heat treated,1226.0,,1079.0,,206.0,80.0,0.3,,7.86,9.0,,,,,,Spring steel
4934B8795B784840936AC0AB862B495E,JIS SCM430,SCM430,SCM430,JIS,ALLOY_STEEL,,830.0,,630.0,,206.0,80.0,0.3,,7.86,13.0,,,,,,Heat-treatment steel
F743BD558296479285D99874027B2B46,JIS SCM435,SCM435,SCM435,JIS,ALLOY_STEEL,,880.0,,660.0,,206.0,80.0,0.3,,7.86,12.0,,,,,,Heat-treatment steel
4A854143030C479E883A8EEC733C7D82,JIS SCM440,SCM440,SCM440,JIS,ALLOY_STEEL,,930.0,,735.0,,206.0,80.0,0.3,,7.86,11.0,,,,,,Heat-treatment hardening steel
E001CCC3CE2C4AAA9253F61C7A529BFC,JIS SCM445,SCM445,SCM445,JIS,ALLOY_STEEL,,860.0,,680.0,,206.0,80.0,0.3,,7.86,12.0,,,,,,Hardening steel
246BFE5B80D744C8B05EFACE150CF829,JIS SUP10,SUP10,SUP10,JIS,ALLOY_STEEL,,1226.0,,1079.0,,206.0,80.0,0.3,,7.86,10.0,,,,,,Spring steel
30334525EB2C48A782D5DB170CB2326F,JIS SNC815,SNC815,SNC815,JIS,ALLOY_STEEL,,930.0,,680.0,,206.0,80.0,0.3,,7.86,10.0,,,,,,Case-hardening steel
54F6674CB72F465C8D8E1CC5B86D7000,JIS SNCM815,SNCM815,SNCM815,JIS,ALLOY_STEEL,,1100.0,,800.0,,206.0,80.0,0.3,,7.86,9.0,,,,,,Case-hardening steel
A164112854AA482BBC92DAD34B921CA7,JIS SNCM447,SNCM447,SNCM447,JIS,ALLOY_STEEL,,1100.0,,900.0,,206.0,80.0,0.3,,7.86,10.0,,,,,,Heat-treatment steel
0B70C2A36C4F43FB81DA06EC5E6B6D74,JIS SNCM630,SNCM630,SNCM630,JIS,ALLOY_STEEL,,1200.0,,1000.0,,206.0,80.0,0.3,,7.86,9.0,,,,,,Heat-treatment steel
BFC77E56419445E2912EE11EEF61B603,JIS SUS403,SUS403,SUS403,JIS,STAINLESS_STEEL,,588.0,,392.0,,206.0,80.0,0.3,,7.86,25.0,,,,,,Stainless steel
0BD88296A1234E8AAF72F46BC5CE5AA6,JIS SUS405,SUS405,SUS405,JIS,STAINLESS_STEEL,,412.0,,177.0,,206.0,80.0,0.3,,7.86,20.0,,,,,,Heat-resisting stainless steel
5A9511B9BF3845B3BA57053D27017330,JIS SUS410,SUS410,SUS410,JIS,STAINLESS_STEEL,,539.0,,343.0,,206.0,80.0,0.3,,7.86,25.0,,,,,,Stainless steel
660B259F0FF544658C6DF771B5023075,JIS SUS420J1,SUS420J1,SUS420J1,JIS,STAINLESS_STEEL,,637.0,,441.0,,206.0,80.0,0.3,,7.86,20.0,,,,,,Stainless steel
3F31BCD9146043B3AFAD5694A6A3AAD5,JIS SUS420J2,SUS420J2,SUS420J2,JIS,STAINLESS_STEEL,,735.0,,539.0,,206.0,80.0,0.3,,7.86,12.0,,,,,,Stainless steel
E3B2F49211F347E3AE0A24270BD6ED3C,JIS SUS430,SUS430,SUS430,JIS,STAINLESS_STEEL,,430.0,,205.0,,206.0,80.0,0.3,,7.86,22.0,,,,,,Stainless steel
935026D873D04E8E8A0CEC6950382B31,JIS SUS431,SUS431,SUS431,JIS,STAINLESS_STEEL,,785.0,,588.0,,206.0,80.0,0.3,,7.86,15.0,,,,,,Stainless steel
8CE9044C3D91492C8FCE47EF916C9AC5,JIS SUS304,SUS304,SUS304,JIS,STAINLESS_STEEL,,520.0,,205.0,,206.0,80.0,0.3,,7.86,40.0,,,,,,Stainless steel
1B5CEDFF22BC4E038F06CFEACFCC5A51,JIS SUS303,SUS303,SUS303,JIS,STAINLESS_STEEL,,520.0,,205.0,,206.0,80.0,0.3,,7.86,40.0,,,,,,Stainless steel
F5F706AC513342E8877C7D43CCC4DCE4,JIS SUS316,SUS316,SUS316,JIS,STAINLESS_STEEL,,520.0,,205.0,,206.0,80.0,0.3,,7.86,40.0,,,,,,Stainless steel
3F6D20D73891443F80ABA9B2778B45F3,JIS SUS316L,SUS316L,SUS316L,JIS,STAINLESS_STEEL,,480.0,,175.0,,206.0,80.0,0.3,,7.86,40.0,,,,,,Stainless steel
83C189AD11584A7AAAFE2F1D0C1507D1,JIS SUS321,SUS321,SUS321,JIS,STAINLESS_STEEL,,520.0,,205.0,,206.0,80.0,0.3,,7.86,40.0,,,,,,Heat-resisting stainless steel
FA98CF08227343118E4045B8C2C2BC97,JIS SUS304L,SUS304L,SUS304L,JIS,STAINLESS_STEEL,,480.0,,175.0,,206.0,80.0,0.3,,7.86,40.0,,,,,,Stainless steel
3A8F73A3EC134C5BA72A6597D0D0007D,JIS SUS3093,SUS3093,SUS3093,JIS,STAINLESS_STEEL,,520.0,,205.0,,206.0,80.0,0.3,,7.86,40.0,,,,,,Heat-resistant steel
51BC6B90F8184AFAA0409A8465A5BA9B,JIS SUH1,SUH1,SUH1,JIS,HEAT_RESISTANT_STEEL,,930.0,,685.0,,206.0,80.0,0.3,,7.86,15.0,,,,,,Heat-resistant steel
AC7E5EE7FEAE4945A12C5B7CA7668E43,JIS SUH330,SUH330,SUH330,JIS,HEAT_RESISTANT_STEEL,,560.0,,205.0,,206.0,80.0,0.3,,7.86,40.0,,,,,,Heat-resistant steel
31BA73C9A4E34E4DBF78C950F4C0EA1A,JIS SUH310,SUH310,SUH310,JIS,HEAT_RESISTANT_STEEL,,590.0,,205.0,,206.0,80.0,0.3,,7.86,40.0,,,,,,Heat-resistant steel
F7A9289885CD48DC8F7CE65138DD61A2,JIS SUH35,SUH35,SUH35,JIS,HEAT_RESISTANT_STEEL,,880.0,,560.0,,206.0,80.0,0.3,,7.86,8.0,,,,,,Heat-resistant steel
4CB7C0895D3C4E369E4B87B756F26725,Grey cast iron,GREY CAST IRON,GREY CAST IRON,JIS,CAST_IRON,,150.0,,150.0,,85.0,34.0,0.25,,7.16,,,,,190.0,,Grey cast iron
C56510CA1A514586B57FA1DEDEF9381F,Grey cast iron,GREY CAST IRON,GREY CAST IRON,JIS,CAST_IRON,,200.0,,200.0,,85.0,34.0,0.25,,7.16,,,,,210.0,,Grey cast iron
E954C28700D9457484FBE1A6EC3F7C08,Grey cast iron,GREY CAST IRON,GREY CAST IRON,JIS,CAST_IRON,,250.0,,250.0,,85.0,34.0,0.25,,7.16,,,,,230.0,,Grey cast iron
5F3EA6C8EE4F4129A1C3D20B8AF50999,Grey cast iron,GREY CAST IRON,GREY CAST IRON,JIS,CAST_IRON,,300.0,,300.0,,85.0,34.0,0.25,,7.16,,,,,250.0,,Grey cast iron
48002D4F94F84AC9B4820173CB6B720B,Grey cast iron,GREY CAST IRON,GREY CAST IRON,JIS,CAST_IRON,,350.0,,350.0,,85.0,34.0,0.25,,7.16,,,,,260.0,,Grey cast iron
FF34D361E5F340F2A9E6595868F01D7B,Nodular cast iron,NODULAR CAST IRON,NODULAR CAST IRON,JIS,NODULAR_CAST_IRON,,500.0,,320.0,,169.0,70.0,0.2,,7.16,,,,,180.0,,Nodular cast iron
512A80EC21EA416BA2725B38BA8096EF,Nodular cast iron,NODULAR CAST IRON,NODULAR CAST IRON,JIS,NODULAR_CAST_IRON,,600.0,,370.0,,169.0,70.0,0.2,,7.16,,,,,210.0,,Nodular cast iron
38526441BA8741CA979DBF870D0B8A9B,Nodular cast iron,NODULAR CAST IRON,NODULAR CAST IRON,JIS,NODULAR_CAST_IRON,,700.0,,420.0,,169.0,70.0,0.2,,7.16,,,,,230.0,,Nodular cast iron
CAC03D7EB1AA45E68EFF92A2EF4C3D9B,Nodular cast iron,NODULAR CAST IRON,NODULAR CAST IRON,JIS,NODULAR_CAST_IRON,,800.0,,480.0,,169.0,70.0,0.2,,7.16,,,,,240.0,,Nodular cast iron
45C82A36EC644F8BB6170A99ED819B62,Malleable cast iron,MALLEABLE CAST IRON,MALLEABLE CAST IRON,JIS,MALLEABLE_CAST_IRON,,400.0,,180.0,,160.0,64.0,0.27,,7.16,4.0,,,,220.0,,Malleable cast iron
BC74F870412F4DDBADDEF1063C1C079F,Malleable cast iron,MALLEABLE CAST IRON,MALLEABLE CAST IRON,JIS,MALLEABLE_CAST_IRON,,500.0,,260.0,,160.0,64.0,0.27,,7.16,4.0,,,,230.0,,Malleable cast iron
51B9D4CA649D4BC777A2A03080CC427B,Al0.25 Co1 Fe1 Ni1,AL0 25 CO1 FE1 NI1,AL0 25 CO1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,158.0,,,,,,,,,,,138.0,High Entropy Alloy: FCC
47F870EFC9FCA428B35F42F95B4D70CD,Al0.5 Co1 Fe1 Ni1,AL0 5 CO1 FE1 NI1,AL0 5 CO1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,346.0,,,,,,,,,,,212.0,High Entropy Alloy: FCC+BCC
951C8CE8CB1BECC6D2BADDAC859BA657,Al0.75 Co1 Fe1 Ni1,AL0 75 CO1 FE1 NI1,AL0 75 CO1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,794.0,,,,,,,,,,,385.0,High Entropy Alloy: FCC+BCC
BABA190BC5EA446221EB8B8DE75A94D9,Al1 Co1 Fe1 Ni1,AL1 CO1 FE1 NI1,AL1 CO1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,964.0,,,,,,,,,,,456.0,High Entropy Alloy: BCC
7095F88F314ED555C99BE473E9A62ED5,Co1 Fe1 Ni1,CO1 FE1 NI1,CO1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,204.0,,,,,,,,,,,125.0,High Entropy Alloy: FCC
BDD9C401F87CD79EF1FEF15BC078C859,Co1 Fe1 Ni1 Si0.25,CO1 FE1 NI1 SI0 25,CO1 FE1 NI1 SI0 25,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,196.0,,,,,,,,,,,149.0,High Entropy Alloy: FCC
413D10CB7F303DA605509ECEA8653CC0,Co1 Fe1 Ni1 Si0.5,CO1 FE1 NI1 SI0 5,CO1 FE1 NI1 SI0 5,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,476.0,,,,,,,,,,,287.0,High Entropy Alloy: FCC+Sec.
3CD33A790098DE7F6EFAB35CE968FCBC,Co1 Fe1 Ni1 Si0.75,CO1 FE1 NI1 SI0 75,CO1 FE1 NI1 SI0 75,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,1301.0,,,,,,,,,,,570.0,High Entropy Alloy: FCC+Sec.
F47DEAC3BDBE96E285574617E2715434,Co1 Cr1 Fe1 Ni1,CO1 CR1 FE1 NI1,CO1 CR1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,WROUGHT,,708.0,,274.0,,,,,,,39.0,,,,,High Entropy Alloy: FCC
45E8212F9EA37A0FA4F2B447BA1C79FF,Co1 Cr1 Mn1 Ni1,CO1 CR1 MN1 NI1,CO1 CR1 MN1 NI1,HEA,HIGH_ENTROPY_ALLOY,WROUGHT,,694.0,,282.0,,,,,,,44.0,,,,,High Entropy Alloy: FCC
9956340FD88EF8C258BB50C1BC1FBAA1,Co1 Cr1 Ni1,CO1 CR1 NI1,CO1 CR1 NI1,HEA,HIGH_ENTROPY_ALLOY,WROUGHT,,860.0,,300.0,,,,,,,60.0,,,,,High Entropy Alloy: FCC
A9F23C77E55DE270E3797870D8207DFC,Co1 Fe1 Mn1 Ni1,CO1 FE1 MN1 NI1,CO1 FE1 MN1 NI1,HEA,HIGH_ENTROPY_ALLOY,WROUGHT,,550.0,,170.0,,,,,,,41.0,,,,,High Entropy Alloy: FCC
BDF2F0030592252CD52E911123AA944F,Co1 Mn1 Ni1,CO1 MN1 NI1,CO1 MN1 NI1,HEA,HIGH_ENTROPY_ALLOY,WROUGHT,,653.0,,231.0,,,,,,,38.0,,,,,High Entropy Alloy: FCC
C66FF45D61E50223A3B0E710ED8D4754,Fe1 Mn1 Ni1,FE1 MN1 NI1,FE1 MN1 NI1,HEA,HIGH_ENTROPY_ALLOY,WROUGHT,,602.0,,221.0,,,,,,,36.0,,,,,High Entropy Alloy: FCC
E6E87E3B48B9D55EB8218E2B2876F721,Co1 Cr1 Fe1 Nb0.103 Ni1,CO1 CR1 FE1 NB0 103 NI1,CO1 CR1 FE1 NB0 103 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,622.0,,318.0,,,,,,,19.0,,,,,High Entropy Alloy: FCC+Sec.
096C58554D8011E928E1D1660D955D60,Co1 Cr1 Fe1 Nb0.155 Ni1,CO1 CR1 FE1 NB0 155 NI1,CO1 CR1 FE1 NB0 155 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,744.0,,322.0,,,,,,,23.0,,,,,High Entropy Alloy: FCC+Sec.
27A4AF66474AC9C8949AE3FA5A2E4281,Co1 Cr1 Fe1 Nb0.206 Ni1,CO1 CR1 FE1 NB0 206 NI1,CO1 CR1 FE1 NB0 206 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,807.0,,403.0,,,,,,,9.0,,,,,High Entropy Alloy: FCC+Sec.
94919B588BE3582E60DCC5F7D18F2A0A,Co1 Cr1 Fe1 Nb0.309 Ni1,CO1 CR1 FE1 NB0 309 NI1,CO1 CR1 FE1 NB0 309 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,879.0,,479.0,,,,,,,4.0,,,,,High Entropy Alloy: FCC+Sec.
4585964D446B22C994FD1FD3A55B3CC4,Co1 Cr1 Fe1 Nb0.412 Ni1,CO1 CR1 FE1 NB0 412 NI1,CO1 CR1 FE1 NB0 412 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,1004.0,,638.0,,,,,,,1.0,,,,,High Entropy Alloy: FCC+Sec.
7FC6CAB872E95A889EE7A884292BD4BF,Al0.25 Co1 Cr1 Fe1 Ni1,AL0 25 CO1 CR1 FE1 NI1,AL0 25 CO1 CR1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,ANNEAL,,,,,,,,,,,,,,,110.0,High Entropy Alloy: FCC
7373A979B20128FC706ABEDA307F1562,Al0.375 Co1 Cr1 Fe1 Ni1,AL0 375 CO1 CR1 FE1 NI1,AL0 375 CO1 CR1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,ANNEAL,,,,,,,,,,,,,,,131.0,High Entropy Alloy: FCC
322CA5EC99A79933AB332C348A09298E,Al0.5 Co1 Cr1 Fe1 Ni1,AL0 5 CO1 CR1 FE1 NI1,AL0 5 CO1 CR1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,ANNEAL,,,,,,,,,,,,,,,159.0,High Entropy Alloy: FCC+BCC
BE5B3B6238FCE42026A633B8BF05C2D1,Al0.75 Co1 Cr1 Fe1 Ni1,AL0 75 CO1 CR1 FE1 NI1,AL0 75 CO1 CR1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,ANNEAL,,,,,,,,,,,,,,,388.0,High Entropy Alloy: FCC+BCC
CC18FD720A922E7E953ED105C6501DF5,Al0.875 Co1 Cr1 Fe1 Ni1,AL0 875 CO1 CR1 FE1 NI1,AL0 875 CO1 CR1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,ANNEAL,,,,,,,,,,,,,,,538.0,High Entropy Alloy: BCC
7558C1441E006B906B12C6303C6F1644,Al1 Co0.8 Cr0.8 Fe0.8 Ni0.8,AL1 CO0 8 CR0 8 FE0 8 NI0 8,AL1 CO0 8 CR0 8 FE0 8 NI0 8,HEA,HIGH_ENTROPY_ALLOY,ANNEAL,,,,,,,,,,,,,,,487.0,High Entropy Alloy: BCC
94889BE645BC1FCA972A0F7BFB0B3468,Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667,AL1 CO0 667 CR0 667 FE0 667 NI0 667,AL1 CO0 667 CR0 667 FE0 667 NI0 667,HEA,HIGH_ENTROPY_ALLOY,ANNEAL,,,,,,,,,,,,,,,484.0,High Entropy Alloy: BCC
3AEAF69FBBE25004382AA695A4B6492A,Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5,AL1 CO0 5 CR0 5 FE0 5 NI0 5,AL1 CO0 5 CR0 5 FE0 5 NI0 5,HEA,HIGH_ENTROPY_ALLOY,ANNEAL,,,,,,,,,,,,,,,509.0,High Entropy Alloy: BCC
F835C7775A1979554860A5F1EE455AD6,Al1 Co1 Cr1 Fe1 Ni1,AL1 CO1 CR1 FE1 NI1,AL1 CO1 CR1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,ANNEAL,,,,,,,,,,,,,,,484.0,High Entropy Alloy: BCC
A26F4D5CC2003FA847E867C0FF488287,Al0.5 Co1 Cr1 Fe1 Mo0.5 Ni1,AL0 5 CO1 CR1 FE1 MO0 5 NI1,AL0 5 CO1 CR1 FE1 MO0 5 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,,,,,,,,,,,,425.0,High Entropy Alloy: FCC+Sec.
27D1FE34A09DED1FC16D6B3F6F8D09AC,Al1 Co0.667 Cr0.667 Fe0.667 Mo0.333 Ni0.667,AL1 CO0 667 CR0 667 FE0 667 MO0 333 NI0 667,AL1 CO0 667 CR0 667 FE0 667 MO0 333 NI0 667,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,,,,,,,,,,,,655.0,High Entropy Alloy: B2+Sec.
5EE5DBAB1DBA275C4097C2499E9B90D3,Al1 Co0.5 Cr0.5 Fe0.5 Mo0.25 Ni0.5,AL1 CO0 5 CR0 5 FE0 5 MO0 25 NI0 5,AL1 CO0 5 CR0 5 FE0 5 MO0 25 NI0 5,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,,,,,,,,,,,,605.0,High Entropy Alloy: BCC+B2
36CF58F45576D7035AB34B0449874024,Al1 Co1 Cr1 Fe1 Mo0.5 Ni1,AL1 CO1 CR1 FE1 MO0 5 NI1,AL1 CO1 CR1 FE1 MO0 5 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,,,,,,,,,,,,715.0,High Entropy Alloy: B2+Sec.
BAB598009E485D69DFE8E3D0621BFD34,Co1 Cr1 Fe1 Mo0.5 Ni1,CO1 CR1 FE1 MO0 5 NI1,CO1 CR1 FE1 MO0 5 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,,,,,,,,,,,,210.0,High Entropy Alloy: FCC+Sec.
492048E490CFC0092B990DD9BB331BAC,Al0.5 Co1 Cr1 Fe1 Ni1 Ti1,AL0 5 CO1 CR1 FE1 NI1 TI1,AL0 5 CO1 CR1 FE1 NI1 TI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,1600.0,,,107.0,,,,,,,,,,,High Entropy Alloy: BCC+Laves
5E54C9B18E0A397CC0369FC3B95E5D00,Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667 Ti0.667,AL1 CO0 667 CR0 667 FE0 667 NI0 667 TI0 667,AL1 CO0 667 CR0 667 FE0 667 NI0 667 TI0 667,HEA,HIGH_ENTROPY_ALLOY,CAST,,2110.0,,,133.0,,,,,,,,,,,High Entropy Alloy: BCC+BCC
CB6B665E34224871A6CA24308925B92A,Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5 Ti0.5,AL1 CO0 5 CR0 5 FE0 5 NI0 5 TI0 5,AL1 CO0 5 CR0 5 FE0 5 NI0 5 TI0 5,HEA,HIGH_ENTROPY_ALLOY,CAST,,1030.0,,,94.0,,,,,,,,,,643.0,High Entropy Alloy: BCC+BCC
4F51DFCEE3A014F237228C4BED6836A3,Al1 Co1 Cr1 Fe1 Ni1 Ti1,AL1 CO1 CR1 FE1 NI1 TI1,AL1 CO1 CR1 FE1 NI1 TI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,2280.0,,,148.0,,,,,,,,,,,High Entropy Alloy: BCC+Laves
8B77137C5C0209A6B3C86E32CBCFAED9,Co1 Cr1 Fe1 Ni1 Ti1,CO1 CR1 FE1 NI1 TI1,CO1 CR1 FE1 NI1 TI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,2020.0,,,135.0,,,,,,,,,,,High Entropy Alloy: FCC
CBCDA130C5C408DE2146910858DEE281,Al0.133 Co1 Cr0.667 Fe0.667 Ni1 Ti0.667,AL0 133 CO1 CR0 667 FE0 667 NI1 TI0 667,AL0 133 CO1 CR0 667 FE0 667 NI1 TI0 667,HEA,HIGH_ENTROPY_ALLOY,ANNEAL,,,,,,,,,,,,,,,717.0,High Entropy Alloy: FCC+Sec.
A0E34B5A8B000DC5D93EEAF273B4E1A5,Al0.133 Co1 Cr0.667 Fe0.667 Ni1 Ti0.333,AL0 133 CO1 CR0 667 FE0 667 NI1 TI0 333,AL0 133 CO1 CR0 667 FE0 667 NI1 TI0 333,HEA,HIGH_ENTROPY_ALLOY,ANNEAL,,,,,,,,,,,,,,,487.0,High Entropy Alloy: FCC
5A15975D42E36ED579865FCD0075CCEB,Co1 Cr0.667 Fe0.667 Ni1 Ti0.667,CO1 CR0 667 FE0 667 NI1 TI0 667,CO1 CR0 667 FE0 667 NI1 TI0 667,HEA,HIGH_ENTROPY_ALLOY,ANNEAL,,,,,,,,,,,,,,,654.0,High Entropy Alloy: FCC+Sec.
723FD09506E822C5954F1DCA0F0785B0,Co1 Cr0.667 Fe0.667 Ni1 Ti0.333,CO1 CR0 667 FE0 667 NI1 TI0 333,CO1 CR0 667 FE0 667 NI1 TI0 333,HEA,HIGH_ENTROPY_ALLOY,ANNEAL,,,,,,,,,,,,,,,509.0,High Entropy Alloy: FCC
EEC4893E8B3DB9E7E690616430EA67F7,Al0.7 Co0.3 Cr1 Fe1 Ni1,AL0 7 CO0 3 CR1 FE1 NI1,AL0 7 CO0 3 CR1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,POWDER,,2635.0,,2033.0,,,,,,,8.0,,,,624.0,High Entropy Alloy: FCC+BCC+B2
DED92171D42BD51545EC549A0E461931,Al1 Co0.4 Cr0.4 Fe0.4 Ni0.4,AL1 CO0 4 CR0 4 FE0 4 NI0 4,AL1 CO0 4 CR0 4 FE0 4 NI0 4,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,,,,,,,,,,,,487.0,High Entropy Alloy: BCC
50D3602916A3F0A4E30811B4A14CB4BA,Al1 Co0.333 Cr0.333 Fe0.333 Ni0.333,AL1 CO0 333 CR0 333 FE0 333 NI0 333,AL1 CO0 333 CR0 333 FE0 333 NI0 333,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,,,,,,,,,,,,506.0,High Entropy Alloy: BCC
EEF922F0D0BAEA9EBAAD580F159BE971,Al1 Cr1 Cu1 Fe1 Ni1,AL1 CR1 CU1 FE1 NI1,AL1 CR1 CU1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,,,,,,,,,,,,342.0,High Entropy Alloy: FCC+BCC
34C82727DDD7FEA73C8776AC80296414,Co1 Cr1 Cu1 Fe1 Ni1,CO1 CR1 CU1 FE1 NI1,CO1 CR1 CU1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,,,,,,,,,,,,286.0,High Entropy Alloy: FCC
6612204FD5E4BC5632AC4D6D587DF6CD,Cr1 Cu1 Fe1 Mn1 Ni1,CR1 CU1 FE1 MN1 NI1,CR1 CU1 FE1 MN1 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,,,,,,,,,,,,296.0,High Entropy Alloy: FCC+BCC
3BAD2883894DF596875CB8C84747F9E4,Cr1 Cu1 Fe1 Mo1 Ni1,CR1 CU1 FE1 MO1 NI1,CR1 CU1 FE1 MO1 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,,,,,,,,,,,,,,263.0,High Entropy Alloy: FCC
F4D2EA17617A535D6865111D97790091,Al1 C0.1 Co1 Cr1 Fe1 Ni1,AL1 C0 1 CO1 CR1 FE1 NI1,AL1 C0 1 CO1 CR1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,2550.0,,957.0,213.0,,,,,,,,,,,High Entropy Alloy: BCC+Sec.
59952DCB63C8CD620D0A932987ACDC64,Al1 C0.2 Co1 Cr1 Fe1 Ni1,AL1 C0 2 CO1 CR1 FE1 NI1,AL1 C0 2 CO1 CR1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,2386.0,,906.0,151.0,,,,,,,,,,,High Entropy Alloy: BCC+Sec.
31931A2D6BF9E13F4F583BE375AEED2D,Al1 C0.3 Co1 Cr1 Fe1 Ni1,AL1 C0 3 CO1 CR1 FE1 NI1,AL1 C0 3 CO1 CR1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,2178.0,,867.0,137.0,,,,,,,,,,,High Entropy Alloy: BCC+Sec.
32E903492D06485E82841059D4B7E95C,Al1 C0.4 Co1 Cr1 Fe1 Ni1,AL1 C0 4 CO1 CR1 FE1 NI1,AL1 C0 4 CO1 CR1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,2375.0,,1056.0,156.0,,,,,,,,,,,High Entropy Alloy: BCC+Sec.
195F6C3A9A7C67333093E09F3ABC259C,Al1 C0.5 Co1 Cr1 Fe1 Ni1,AL1 C0 5 CO1 CR1 FE1 NI1,AL1 C0 5 CO1 CR1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,2250.0,,1060.0,181.0,,,,,,,,,,,High Entropy Alloy: BCC+Sec.
9AE7A8E93577A42C458B9D7F1140E1D6,Al0.667 C1 Co0.667 Cr0.667 Fe0.667 Ni0.667,AL0 667 C1 CO0 667 CR0 667 FE0 667 NI0 667,AL0 667 C1 CO0 667 CR0 667 FE0 667 NI0 667,HEA,HIGH_ENTROPY_ALLOY,CAST,,2083.0,,1255.0,73.0,,,,,,,,,,,High Entropy Alloy: BCC+Sec.
30EF1B078800FF49FF86B54636142724,Al1 C1 Co1 Cr1 Fe1 Ni1,AL1 C1 CO1 CR1 FE1 NI1,AL1 C1 CO1 CR1 FE1 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,2166.0,,1251.0,75.0,,,,,,,,,,,High Entropy Alloy: BCC+Sec.
F843EB5E915C58E3BBD4E82C86073131,Al1 Co1 Cr1 Fe1 Mo0.1 Ni1,AL1 CO1 CR1 FE1 MO0 1 NI1,AL1 CO1 CR1 FE1 MO0 1 NI1,HEA,HIGH_ENTROPY_ALLOY,CAST,,2280.0,,1804.0,,,,,,,,,,,,High Entropy Alloy: BCC
